token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
107-0,TOR001,107,107,1,[okay],okay,ok,INTJ,_
108-0,TOR001,108,108,1,okay,okay,ok,INTJ,_
109-0,TOI002,109,109,1,mio,mio,mio,DET,_
109-1,TOI002,109,109,2,cugino::,cugino,cugino,NOUN,_
109-2,TOI002,109,109,3,è,è,essere,AUX,_
109-3,TOI002,109,109,4,in,in,in,ADP,_
109-4,TOI002,109,109,5,un,un,uno,DET,_
109-5,TOI002,109,109,6,ufficio,ufficio,ufficio,NOUN,_
109-6,TOI002,109,109,7,e,e,e,CCONJ,_
109-7,TOI002,109,109,8,segue,segue,seguire,VERB,_
109-8,TOI002,109,109,9,la,la,il,DET,_
109-9,TOI002,109,109,10,parte,parte,parte,NOUN,_
109-10,TOI002,109,109,11,amministrativa,amministrativa,amministrativo,ADJ,_
109-11,TOI002,109,109,12,e,e,e,CCONJ,_
109-12,TOI002,109,109,13,io,io,io,PRON,_
109-13,TOI002,109,109,14,(s~,s~,X,X,_
109-14,TOI002,109,109,15,s~),s~,X,X,_
109-15,TOI002,109,109,16,gestisco,gestisco,gestire,VERB,_
109-16,TOI002,109,109,17,i,i,il,DET,_
109-17,TOI002,109,109,18,cantieri,cantieri,cantiere,NOUN,_
110-0,TOR001,110,110,1,[(okay)],okay,ok,INTJ,_
111-0,TOI003,111,111,1,[è,è,essere,AUX,_
111-1,TOI003,111,111,2,nato],nato,nascere,VERB,_
111-2,TOI003,111,111,3,con,con,con,ADP,_
111-3,TOI003,111,111,4,la,la,il,DET,_
111-4,TOI003,111,111,5,camicia,camicia,camicia,NOUN,_
111-5,TOI003,111,111,6,pratica[(mente)],praticamente,praticamente,ADV,_
112-0,TOR001,112,112,0,((ride)),((ride)),[LAUGH],X,_
113-0,TOR003,113,113,1,[però],però,però,ADV,_
114-0,TOI002,114,114,1,il,il,il,DET,_
114-1,TOI002,114,114,2,t~,t~,X,X,_
114-2,TOI002,114,114,3,(.),[PAUSE],[PAUSE],X,_
114-3,TOI002,114,114,4,il,il,il,DET,_
114-4,TOI002,114,114,5,tempo,tempo,tempo,NOUN,_
114-5,TOI002,114,114,6,lo,lo,lo,PRON,_
114-6,TOI002,114,114,7,passo,passo,passare,VERB,_
114-7,TOI002,114,114,8,(.),[PAUSE],[PAUSE],X,_
114-8,TOI002,114,114,9,più,più,più,ADV,_
114-9,TOI002,114,114,10,che,che,che,SCONJ,_
114-10,TOI002,114,114,11,altro,altro,altro,PRON,_
114-11,TOI002,114,114,12-13,al,al,_,_,_
114-11a,_,_,114,12,_,a,a,ADP,_
114-11b,_,_,114,13,_,il,il,DET,_
114-12,TOI002,114,114,14,bar,bar,bar,NOUN,_
114-13,TOI002,114,114,15,"[(no,)]",no,no,ADV,_
115-0,TOI003,115,115,1,[acqua],acqua,acqua,NOUN,_
115-1,TOI003,115,115,2,gasata,gasata,gasato,ADJ,_
115-2,TOI003,115,115,3,o,o,o,CCONJ,_
115-3,TOI003,115,115,4,xx?,xx,x,x,_
116-0,TOR001,116,116,0,((ride)),((ride)),[LAUGH],X,_
117-0,TOI002,117,117,0,((ride)),((ride)),[LAUGH],X,_
118-0,TOI003,118,118,1,fa,fa,fare,VERB,_
118-1,TOI003,118,118,2,(u)na,una,uno,DET,_
118-2,TOI003,118,118,3,bellissima,bellissima,bello,ADJ,_
118-3,TOI003,118,118,4,vita,vita,vita,NOUN,_
119-0,TOI003,119,119,1-2,nella,nella,_,_,_
119-0a,_,_,119,1,_,in,in,ADP,_
119-0b,_,_,119,2,_,la,il,DET,_
119-1,TOI003,119,119,3,prossima,prossima,prossimo,ADJ,_
119-2,TOI003,119,119,4,vita,vita,vita,NOUN,_
119-3,TOI003,119,119,5,vorrei,vorrei,volere,AUX,_
119-4,TOI003,119,119,6,nascere,nascere,nascere,VERB,_
119-5,TOI003,119,119,7,mario,mario,mario,NOUN,_
119-6,TOI003,119,119,8,rossi,rossi,rossi,NOUN,_
120-0,TOR001,120,120,0,((ride)),((ride)),[LAUGH],X,_
121-0,TOR002,121,121,0,((ride)),((ride)),[LAUGH],X,_
122-0,TOR003,122,122,0,((ride)),((ride)),[LAUGH],X,_
123-0,TOI002,123,123,0,((ride)),((ride)),[LAUGH],X,_
124-0,TOR001,124,124,1,eh,eh,eh,INTJ,_
124-1,TOR001,124,124,2,quindi,quindi,quindi,ADV,_
124-2,TOR001,124,124,3,lavori,lavori,lavorare,VERB,_
124-3,TOR001,124,124,4,in,in,in,ADP,_
124-4,TOR001,124,124,5,proprio,proprio,proprio,ADJ,_
124-5,TOR001,124,124,6,o,o,o,CCONJ,_
124-6,TOR001,124,124,7,sei,sei,essere,AUX,_
124-7,TOR001,124,124,8,dipendente,dipendente,dipendente,NOUN,_
124-8,TOR001,124,124,9,in,in,in,ADP,_
124-9,TOR001,124,124,10,realtà,realtà,realtà,NOUN,_
124-10,TOR001,124,124,11,l',l',il,DET,_
124-11,TOR001,124,124,12,avete,avete,avere,VERB,_
124-12,TOR001,124,124,13,già,già,già,ADV,_
124-13,TOR001,124,124,14,risposto,risposto,rispondere,VERB,_
125-0,TOI003,125,125,1,mh,mh,mh,INTJ,_
126-0,TOR001,126,126,1,tu,tu,tu,PRON,_
126-1,TOR001,126,126,2,sei,sei,essere,AUX,_
126-2,TOR001,126,126,3,dipen[dente],dipendente,dipendente,NOUN,_
126-3,TOR001,126,126,4,tu,tu,tu,PRON,_
126-4,TOR001,126,126,5,invece,invece,invece,ADV,_
126-5,TOR001,126,126,6,lavori,lavori,lavorare,VERB,_
126-6,TOR001,126,126,7,in,in,in,ADP,_
126-7,TOR001,126,126,8,"proprio,",proprio,proprio,ADJ,_
126-8,TOR001,126,126,9,(.),[PAUSE],[PAUSE],X,_
126-9,TOR001,126,126,10,okay,okay,ok,INTJ,_
127-0,TOI003,127,127,1,[mh,mh,mh,INTJ,_
127-1,TOI003,127,127,2,mh],mh,mh,INTJ,_
128-0,TOR001,128,128,1,ehm,ehm,ehm,INTJ,_
128-1,TOR001,128,128,2,avete,avete,avere,AUX,_
128-2,TOR001,128,128,3,sempre,sempre,sempre,ADV,_
128-3,TOR001,128,128,4,fatto,fatto,fare,VERB,_
128-4,TOR001,128,128,5,questo,questo,questo,DET,_
128-5,TOR001,128,128,6,lavoro?,lavoro,lavoro,NOUN,_
129-0,TOI003,129,129,1,[no].,no,no,ADV,_
130-0,TOR001,130,130,1,[o],o,o,CCONJ,_
130-1,TOR001,130,130,2,(.),[PAUSE],[PAUSE],X,_
130-2,TOR001,130,130,3,prima,prima,prima,ADV,_
130-3,TOR001,130,130,4,ne,ne,ne,PRON,_
130-4,TOR001,130,130,5,facevate,facevate,fare,VERB,_
130-5,TOR001,130,130,6,al[tri]?,altri,altro,PRON,_
131-0,TOI003,131,131,1,[ne],ne,ne,PRON,_
131-1,TOI003,131,131,2,facevo,facevo,fare,VERB,_
131-2,TOI003,131,131,3,facevo,facevo,fare,VERB,_
131-3,TOI003,131,131,4,un,un,uno,DET,_
131-4,TOI003,131,131,5,altro,altro,altro,ADJ,_
131-5,TOI003,131,131,6,[mestiere].,mestiere,mestiere,NOUN,_
132-0,TOR001,132,132,1,[okay,okay,ok,INTJ,_
132-1,TOR001,132,132,2,cos]a,cosa,cosa,PRON,_
132-2,TOR001,132,132,3,facevi?,facevi,fare,VERB,_
133-0,TOI003,133,133,1,il,il,il,DET,_
133-1,TOI003,133,133,2,responsabile,responsabile,responsabile,NOUN,_
133-2,TOI003,133,133,3,tecnico,tecnico,tecnico,ADJ,_
133-3,TOI003,133,133,4,(.),[PAUSE],[PAUSE],X,_
133-4,TOI003,133,133,5-6,alle,alle,_,_,_
133-4a,_,_,133,5,_,a,a,ADP,_
133-4b,_,_,133,6,_,le,il,DET,_
133-5,TOI003,133,133,7,revisioni,revisioni,revisione,NOUN,_
133-6,TOI003,133,133,8,di,di,di,ADP,_
133-7,TOI003,133,133,9,auto,auto,auto,NOUN,_
133-8,TOI003,133,133,10,e,e,e,CCONJ,_
133-9,TOI003,133,133,11,motoveicoli.,motoveicoli,motoveicolo,NOUN,_
134-0,TOR001,134,134,1,okay,okay,ok,INTJ,_
135-0,TOI003,135,135,1,lavoravo:,lavoravo,lavorare,VERB,_
135-1,TOI003,135,135,2,in,in,in,ADP,_
135-2,TOI003,135,135,3,un,un,uno,DET,_
135-3,TOI003,135,135,4,centro,centro,centro,NOUN,_
135-4,TOI003,135,135,5,revisioni,revisioni,revisione,NOUN,_
136-0,TOR001,136,136,1,mh,mh,mh,INTJ,_
136-1,TOR001,136,136,2,mh,mh,mh,INTJ,_
137-0,TOI003,137,137,1,e:,e,e,CCONJ,_
137-1,TOI003,137,137,2,>ho,ho,avere,AUX,_
137-2,TOI003,137,137,3,fatto,fatto,fare,VERB,_
137-3,TOI003,137,137,4,anche,anche,anche,ADV,_
137-4,TOI003,137,137,5,un,un,uno,DET,_
137-5,TOI003,137,137,6,po',po',poco,ADJ,_
137-6,TOI003,137,137,7,di,di,di,ADP,_
137-7,TOI003,137,137,8,meccanica,meccanica,meccanica,NOUN,_
137-8,TOI003,137,137,9,perché,perché,perché,SCONJ,_
137-9,TOI003,137,137,10,ho,ho,avere,AUX,_
137-10,TOI003,137,137,11,fatto,fatto,fare,VERB,_
137-11,TOI003,137,137,12,la,la,il,DET,_
137-12,TOI003,137,137,13,scuola,scuola,scuola,NOUN,_
137-13,TOI003,137,137,14,di,di,di,ADP,_
137-14,TOI003,137,137,15,meccanica<,meccanica,meccanica,NOUN,_
137-15,TOI003,137,137,16,però,però,però,ADV,_
137-16,TOI003,137,137,17,(.),[PAUSE],[PAUSE],X,_
137-17,TOI003,137,137,18,la,la,il,DET,_
137-18,TOI003,137,137,19,mia,mia,mio,DET,_
137-19,TOI003,137,137,20,mansione,mansione,mansione,NOUN,_
137-20,TOI003,137,137,21,era,era,essere,AUX,_
137-21,TOI003,137,137,22,quella,quella,quello,PRON,_
137-22,TOI003,137,137,23,(.),[PAUSE],[PAUSE],X,_
137-23,TOI003,137,137,24-25,del,del,_,_,_
137-23a,_,_,137,24,_,di,di,ADP,_
137-23b,_,_,137,25,_,il,il,DET,_
137-24,TOI003,137,137,26,revisionista.,revisionista,revisionista,NOUN,_
138-0,TOR001,138,138,1,okay,okay,ok,INTJ,_
138-1,TOR001,138,138,2,cioè?,cioè,cioè,ADV,_
138-2,TOR001,138,138,3,((ridendo)),((ridendo)),[LAUGH],X,_
139-0,TOR001,139,139,1,cosa,cosa,cosa,NOUN,_
139-1,TOR001,139,139,2,[in,in,in,ADP,_
139-2,TOR001,139,139,3,cosa,cosa,cosa,NOUN,_
139-3,TOR001,139,139,4,facevi,facevi,fare,VERB,_
139-4,TOR001,139,139,5,in,in,in,ADP,_
139-5,TOR001,139,139,6,"pratica],",pratica,pratica,NOUN,_
140-0,TOI003,140,140,1,[xxx],x,x,_,_
141-0,TOR001,141,141,1,[ah,ah,ah,INTJ,_
141-1,TOR001,141,141,2,sì,sì,sì,ADV,_
141-2,TOR001,141,141,3,la,la,il,DET,_
141-3,TOR001,141,141,4,revisione,revisione,revisione,NOUN,_
141-4,TOR001,141,141,5-6,dell',dell',_,_,_
141-4a,_,_,141,5,_,di,di,ADP,_
141-4b,_,_,141,6,_,l',il,DET,_
141-5,TOR001,141,141,7,auto,auto,auto,NOUN,_
141-6,TOR001,141,141,8,(.),[PAUSE],[PAUSE],X,_
141-7,TOR001,141,141,9,certo,certo,certo,ADV,_
141-8,TOR001,141,141,10,certo,certo,certo,ADV,_
141-9,TOR001,141,141,11,sì,sì,sì,INTJ,_
141-10,TOR001,141,141,12,sì],sì,sì,INTJ,_
142-0,TOI003,142,142,1,[la,la,il,DET,_
142-1,TOI003,142,142,2,re~,re~,X,X,_
142-2,TOI003,142,142,3,(.),[PAUSE],[PAUSE],X,_
142-3,TOI003,142,142,4,la,la,il,DET,_
142-4,TOI003,142,142,5,revisione,revisione,revisione,NOUN,_
142-5,TOI003,142,142,6-7,dell',dell',_,_,_
142-5a,_,_,142,6,_,di,di,ADP,_
142-5b,_,_,142,7,_,l',il,DET,_
142-6,TOI003,142,142,8,auto,auto,auto,NOUN,_
142-7,TOI003,142,142,9,(.),[PAUSE],[PAUSE],X,_
142-8,TOI003,142,142,10,io,io,io,PRON,_
142-9,TOI003,142,142,11,dovevo,dovevo,dovere,AUX,_
142-10,TOI003,142,142,12,fare:,fare,fare,VERB,_
142-11,TOI003,142,142,13,tutti,tutti,tutto,DET,_
142-12,TOI003,142,142,14,i],i,il,DET,_
142-13,TOI003,142,142,15,test,test,test,NOUN,_
143-0,TOI003,143,143,1,e,e,e,CCONJ,_
143-1,TOI003,143,143,2,dare,dare,dare,VERB,_
143-2,TOI003,143,143,3,la,la,il,DET,_
143-3,TOI003,143,143,4,delibera,delibera,delibera,NOUN,_
143-4,TOI003,143,143,5-6,all',all',_,_,_
143-4a,_,_,143,5,_,a,a,ADP,_
143-4b,_,_,143,6,_,l',il,DET,_
143-5,TOI003,143,143,7,autocircolazione,autocircolazione,autocircolazione,NOUN,_
143-6,TOI003,143,143,8,[O,o,o,CCONJ,_
143-7,TOI003,143,143,9,(.)],[PAUSE],[PAUSE],X,_
143-8,TOI003,143,143,10-11,bocciarla,bocciarla,_,_,_
143-8a,_,_,143,10,_,bocciar,bocciare,VERB,_
143-8b,_,_,143,11,_,la,la,PRON,_
144-0,TOR001,144,144,1,[okay],okay,ok,INTJ,_
145-0,TOR001,145,145,1,okay,okay,ok,INTJ,_
145-1,TOR001,145,145,2,va,va,andare,VERB,_
145-2,TOR001,145,145,3,bene,bene,bene,ADV,_
146-0,TOR002,146,146,1,però,però,però,ADV,_
146-1,TOR002,146,146,2,non,non,non,ADV,_
146-2,TOR002,146,146,3,sei,sei,sei,NUM,_
146-3,TOR002,146,146,4,di,di,di,ADP,_
146-4,TOR002,146,146,5,quelli,quelli,quello,PRON,_
146-5,TOR002,146,146,6,che,che,che,PRON,_
146-6,TOR002,146,146,7,fan(no),fanno,fare,VERB,_
146-7,TOR002,146,146,8,le,le,il,DET,_
146-8,TOR002,146,146,9,perizie,perizie,perizia,NOUN,_
146-9,TOR002,146,146,10,per,per,per,ADP,_
146-10,TOR002,146,146,11,l',l',il,DET,_
146-11,TOR002,146,146,12,"assicurazione,",assicurazione,assicurazione,NOUN,_
147-0,TOI003,147,147,1,m:h,mh,mh,INTJ,_
147-1,TOI003,147,147,2,(.),[PAUSE],[PAUSE],X,_
147-2,TOI003,147,147,3,MAGARI,magari,magari,ADV,_
148-0,TOI003,148,148,1,sai,sai,sapere,VERB,_
148-1,TOI003,148,148,2,quanta,quanta,quanta,DET,_
148-2,TOI003,148,148,3,corruzione,corruzione,corruzione,NOUN,_
148-3,TOI003,148,148,4,(.),[PAUSE],[PAUSE],X,_
148-4,TOI003,148,148,5,sai,sai,sapere,VERB,_
148-5,TOI003,148,148,6,quanti,quanti,quanto,DET,_
148-6,TOI003,148,148,7,soldi,soldi,soldo,NOUN,_
148-7,TOI003,148,148,8,no,no,no,ADV,_
148-8,TOI003,148,148,9,purtroppo,purtroppo,purtroppo,ADV,_
148-9,TOI003,148,148,10,no,no,no,ADV,_
148-10,TOI003,148,148,11,(.),[PAUSE],[PAUSE],X,_
148-11,TOI003,148,148,12,hanno,hanno,avere,AUX,_
148-12,TOI003,148,148,13,provato,provato,provare,VERB,_
148-13,TOI003,148,148,14,a,a,a,ADP,_
148-14,TOI003,148,148,15,corrompermi,corrompermi,,,_
148-14a,,,,,,corromper,corrompere,VERB,
148-14b,,,,,,mi,mi,PRON,
148-15,TOI003,148,148,16,anche,anche,anche,ADV,_
148-16,TOI003,148,148,17,lì,lì,lì,ADV,_
148-17,TOI003,148,148,18,"però,",però,però,ADV,_
149-0,TOR001,149,149,0,((ride)),((ride)),[LAUGH],X,_
150-0,TOR002,150,150,0,((ride)),((ride)),[LAUGH],X,_
151-0,TOR003,151,151,0,((ride)),((ride)),[LAUGH],X,_
152-0,TOI002,152,152,0,((ride)),((ride)),[LAUGH],X,_
153-0,TOI003,153,153,1,avevi,avevi,avere,AUX,_
153-1,TOI003,153,153,2,era,era,essere,AUX,_
153-2,TOI003,153,153,3,più,più,più,ADV,_
153-3,TOI003,153,153,4,quello,quello,quello,PRON,_
153-4,TOI003,153,153,5,che,che,che,PRON,_
153-5,TOI003,153,153,6,(.),[PAUSE],[PAUSE],X,_
153-6,TOI003,153,153,7,che,che,che,PRON,_
153-7,TOI003,153,153,8,perdevi,perdevi,perdere,VERB,_
153-8,TOI003,153,153,9,che,che,che,SCONJ,_
153-9,TOI003,153,153,10,quello,quello,quello,PRON,_
153-10,TOI003,153,153,11,che,che,che,PRON,_
153-11,TOI003,153,153,12,guadagnavi,guadagnavi,guadagnare,VERB,_
153-12,TOI003,153,153,13,perché,perché,perché,SCONJ,_
153-13,TOI003,153,153,14,poi,poi,poi,ADV,_
153-14,TOI003,153,153,15,venivano,venivano,venire,VERB,_
153-15,TOI003,153,153,16,anche,anche,anche,ADV,_
153-16,TOI003,153,153,17,gli,gli,il,DET,_
153-17,TOI003,153,153,18,ispettori,ispettori,ispettore,NOUN,_
153-18,TOI003,153,153,19,(.),[PAUSE],[PAUSE],X,_
153-19,TOI003,153,153,20-21,della,della,_,_,_
153-19a,_,_,153,20,_,di,di,ADP,_
153-19b,_,_,153,21,_,la,il,DET,_
153-20,TOI003,153,153,22,regione,regione,regione,NOUN,_
154-0,TOR002,154,154,1,ah,ah,ah,INTJ,_
155-0,TOI003,155,155,1,eh,eh,eh,INTJ,_
155-1,TOI003,155,155,2,cammuffati,cammuffati,cammuffare,VERB,_
155-2,TOI003,155,155,3,da::,da,da,ADP,_
155-3,TOI003,155,155,4,(.),[PAUSE],[PAUSE],X,_
155-4,TOI003,155,155,5,da,da,da,ADP,_
155-5,TOI003,155,155,6,un,un,uno,DET,_
155-6,TOI003,155,155,7,privato,privato,privato,NOUN,_
156-0,TOI003,156,156,1,ti,ti,ti,PRON,_
156-1,TOI003,156,156,2,portavano,portavano,portare,VERB,_
156-2,TOI003,156,156,3,una,una,uno,DET,_
156-3,TOI003,156,156,4,macchina,macchina,macchina,NOUN,_
156-4,TOI003,156,156,5,con:,con,con,ADP,_
156-5,TOI003,156,156,6,una,una,uno,DET,_
156-6,TOI003,156,156,7,serie,serie,serie,NOUN,_
156-7,TOI003,156,156,8,di,di,di,ADP,_
156-8,TOI003,156,156,9,problemi,problemi,problema,NOUN,_
157-0,TOI003,157,157,1,e,e,e,CCONJ,_
157-1,TOI003,157,157,2,tu,tu,tu,PRON,_
157-2,TOI003,157,157,3,(in~),in~,X,X,_
157-3,TOI003,157,157,4,non,non,non,ADV,_
157-4,TOI003,157,157,5,lo,lo,lo,PRON,_
157-5,TOI003,157,157,6,sapevi,sapevi,sapere,AUX,_
157-6,TOI003,157,157,7,quindi:,quindi,quindi,ADV,_
157-7,TOI003,157,157,8,stavi,stavi,stare,VERB,_
157-8,TOI003,157,157,9,facendo,facendo,fare,VERB,_
157-9,TOI003,157,157,10,una,una,uno,DET,_
157-10,TOI003,157,157,11,revisione,revisione,revisione,NOUN,_
157-11,TOI003,157,157,12,a:,a,a,ADP,_
157-12,TOI003,157,157,13,un,un,uno,DET,_
157-13,TOI003,157,157,14,cliente,cliente,cliente,NOUN,_
158-0,TOI003,158,158,1,e,e,e,CCONJ,_
158-1,TOI003,158,158,2,se,se,se,SCONJ,_
158-2,TOI003,158,158,3,l~,l~,X,X,_
158-3,TOI003,158,158,4,eh,eh,eh,INTJ,_
158-4,TOI003,158,158,5,lui,lui,lui,PRON,_
158-5,TOI003,158,158,6,era,era,essere,AUX,_
158-6,TOI003,158,158,7,lì,lì,lì,ADV,_
158-7,TOI003,158,158,8,pronto,pronto,pronto,ADJ,_
158-8,TOI003,158,158,9,per:,per,per,ADP,_
158-9,TOI003,158,158,10-11,annotarsi,annotarsi,_,_,_
158-9a,_,_,158,10,_,annotar,annotare,VERB,_
158-9b,_,_,158,11,_,si,si,PRON,_
158-10,TOI003,158,158,12,tutto,tutto,tutto,PRON,_
159-0,TOI003,159,159,1,e,e,e,CCONJ,_
159-1,TOI003,159,159,2,se,se,se,SCONJ,_
159-2,TOI003,159,159,3,facevi,facevi,fare,VERB,_
159-3,TOI003,159,159,4-5,delle,delle,_,_,_
159-3a,_,_,159,4,_,di,di,ADP,_
159-3b,_,_,159,5,_,le,il,DET,_
159-4,TOI003,159,159,6,cagate,cagate,cagata,NOUN,_
159-5,TOI003,159,159,7,(.),[PAUSE],[PAUSE],X,_
159-6,TOI003,159,159,8,e::h,eh,eh,INTJ,_
159-7,TOI003,159,159,9,(.),[PAUSE],[PAUSE],X,_
159-8,TOI003,159,159,10,ti,ti,ti,PRON,_
159-9,TOI003,159,159,11,mandavano,mandavano,mandare,VERB,_
159-10,TOI003,159,159,12-13,dal(la),dalla,_,_,_
159-10a,_,_,159,12,_,da,da,ADP,_
159-10b,_,_,159,13,_,la,il,DET,_
159-11,TOI003,159,159,14,corte,corte,corte,NOUN,_
159-12,TOI003,159,159,15,di,di,di,ADP,_
159-13,TOI003,159,159,16,lavoro,lavoro,lavoro,NOUN,_
160-0,TOR002,160,160,1,pensa,pensa,pensare,VERB,_
160-1,TOR002,160,160,2,[te],te,te,PRON,_
161-0,TOI003,161,161,1,[per]ché,perché,perché,SCONJ,_
161-1,TOI003,161,161,2,eri,eri,essere,AUX,_
161-2,TOI003,161,161,3,punibile,punibile,punibile,ADJ,_
161-3,TOI003,161,161,4,a,a,a,ADP,_
161-4,TOI003,161,161,5,livello,livello,livello,NOUN,_
161-5,TOI003,161,161,6,civile,civile,civile,ADJ,_
161-6,TOI003,161,161,7,e,e,e,CCONJ,_
161-7,TOI003,161,161,8,penale.,penale,penale,ADJ,_
162-0,TOI003,162,162,1,sì,sì,sì,ADV,_
162-1,TOI003,162,162,2,(.),[PAUSE],[PAUSE],X,_
162-2,TOI003,162,162,3,(dopo,dopo,dopo,ADP,_
162-3,TOI003,162,162,4,sì),sì,sì,ADV,_
162-4,TOI003,162,162,5,metti,metti,mettere,VERB,_
162-5,TOI003,162,162,6,una,una,uno,DET,_
162-6,TOI003,162,162,7,firma,firma,firma,NOUN,_
162-7,TOI003,162,162,8,quindi,quindi,quindi,ADV,_
162-8,TOI003,162,162,9,(.),[PAUSE],[PAUSE],X,_
162-9,TOI003,162,162,10,hai,hai,avere,VERB,_
162-10,TOI003,162,162,11,la,la,il,DET,_
162-11,TOI003,162,162,12,repsonsabilità,repsonsabilità,repsonsabilità,NOUN,_
162-12,TOI003,162,162,13,totale,totale,totale,ADJ,_
162-13,TOI003,162,162,14-15,[sulla,sulla,_,_,_
162-13a,_,_,162,14,_,su,su,ADP,_
162-13b,_,_,162,15,_,la,il,DET,_
162-14,TOI003,162,162,16,circolaz]ione,circolazione,circolazione,NOUN,_
162-15,TOI003,162,162,17-18,del,del,_,_,_
162-15a,_,_,162,17,_,di,di,ADP,_
162-15b,_,_,162,18,_,il,il,DET,_
162-16,TOI003,162,162,19,veicolo,veicolo,veicolo,NOUN,_
163-0,TOR001,163,163,1,[certo],certo,certo,ADV,_
164-0,TOR002,164,164,1,pensa,pensa,pensare,VERB,_
164-1,TOR002,164,164,2,te,te,te,PRON,_
165-0,TOI003,165,165,1,se,se,se,SCONJ,_
165-1,TOI003,165,165,2,io,io,io,PRON,_
165-2,TOI003,165,165,3,ti,ti,ti,PRON,_
165-3,TOI003,165,165,4,faccio,faccio,fare,VERB,_
165-4,TOI003,165,165,5,un,un,uno,DET,_
165-5,TOI003,165,165,6,esempio,esempio,esempio,NOUN,_
166-0,TOR001,166,166,1,mh,mh,mh,INTJ,_
166-1,TOR001,166,166,2,mh,mh,mh,INTJ,_
167-0,TOI003,167,167,1,>eh,eh,eh,INTJ,_
167-1,TOI003,167,167,2,davo,davo,dare,VERB,_
167-2,TOI003,167,167,3,una,una,uno,DET,_
167-3,TOI003,167,167,4,delibera,delibera,delibera,NOUN,_
167-4,TOI003,167,167,5,a,a,a,ADP,_
167-5,TOI003,167,167,6,una,una,uno,DET,_
167-6,TOI003,167,167,7,macchina,macchina,macchina,NOUN,_
167-7,TOI003,167,167,8,e,e,e,CCONJ,_
167-8,TOI003,167,167,9,dicevo,dicevo,dire,VERB,_
167-9,TOI003,167,167,10,ah,ah,ah,INTJ,_
167-10,TOI003,167,167,11,per,per,per,ADP,_
167-11,TOI003,167,167,12,me,me,me,PRON,_
167-12,TOI003,167,167,13,a,a,a,ADP,_
167-13,TOI003,167,167,14,posto,posto,posto,NOUN,_
167-14,TOI003,167,167,15,facevo,facevo,fare,VERB,_
167-15,TOI003,167,167,16,una,una,uno,DET,_
167-16,TOI003,167,167,17,revisione,revisione,revisione,NOUN,_
167-17,TOI003,167,167,18,blanda<,blanda,blando,ADJ,_
167-18,TOI003,167,167,19,questo,questo,questo,PRON,_
167-19,TOI003,167,167,20,usciva,usciva,uscire,VERB,_
167-20,TOI003,167,167,21,aveva,aveva,avere,VERB,_
167-21,TOI003,167,167,22,un,un,uno,DET,_
167-22,TOI003,167,167,23,problema,problema,problema,NOUN,_
167-23,TOI003,167,167,24,(.),[PAUSE],[PAUSE],X,_
167-24,TOI003,167,167,25-26,ai,ai,_,_,_
167-24a,_,_,167,25,_,a,a,ADP,_
167-24b,_,_,167,26,_,i,il,DET,_
167-25,TOI003,167,167,27,freni,freni,freno,NOUN,_
168-0,TOR001,168,168,1,mh,mh,mh,INTJ,_
168-1,TOR001,168,168,2,[mh,mh,mh,INTJ,_
168-2,TOR001,168,168,3,mh],mh,mh,INTJ,_
169-0,TOI003,169,169,1,[e,e,e,CCONJ,_
169-1,TOI003,169,169,2,ti,ti,ti,PRON,_
169-2,TOI003,169,169,3,inves]tiva,investiva,investire,VERB,_
169-3,TOI003,169,169,4,(.),[PAUSE],[PAUSE],X,_
169-4,TOI003,169,169,5,io,io,io,PRON,_
169-5,TOI003,169,169,6,andavo,andavo,andare,VERB,_
169-6,TOI003,169,169,7,in,in,in,ADP,_
169-7,TOI003,169,169,8,galera.,galera,galera,NOUN,_
170-0,TOR001,170,170,1,ma[(donna)],madonna,madonna,INTJ,_
171-0,TOI003,171,171,1,[il,il,il,DET,_
171-1,TOI003,171,171,2,primo],primo,primo,ADJ,_
171-2,TOI003,171,171,3,che,che,che,PRON,_
171-3,TOI003,171,171,4,andavano,andavano,andare,VERB,_
171-4,TOI003,171,171,5,a,a,a,ADP,_
171-5,TOI003,171,171,6,acchippiare,acchippiare,acchiappiare,VERB,_
171-6,TOI003,171,171,7,ero,ero,essere,AUX,_
171-7,TOI003,171,171,8,io.,io,io,PRON,_
172-0,TOI003,172,172,1,poi,poi,poi,ADV,_
172-1,TOI003,172,172,2,ovviamente,ovviamente,ovviamente,ADV,_
172-2,TOI003,172,172,3,dopo:,dopo,dopo,ADP,_
173-0,TOI003,173,173,1,dopo:,dopo,dopo,ADP,_
173-1,TOI003,173,173,2,anni,anni,anno,NOUN,_
173-2,TOI003,173,173,3,di,di,di,ADP,_
173-3,TOI003,173,173,4,magari,magari,magari,ADV,_
173-4,TOI003,173,173,5,di,di,di,ADP,_
173-5,TOI003,173,173,6,avvocati,avvocati,avvocato,NOUN,_
173-6,TOI003,173,173,7,e,e,e,CCONJ,_
173-7,TOI003,173,173,8,processi,processi,processo,NOUN,_
173-8,TOI003,173,173,9,magari,magari,magari,ADV,_
173-9,TOI003,173,173,10,(.),[PAUSE],[PAUSE],X,_
173-10,TOI003,173,173,11,però,però,però,ADV,_
173-11,TOI003,173,173,12,(.),[PAUSE],[PAUSE],X,_
173-12,TOI003,173,173,13,sei,sei,essere,AUX,_
173-13,TOI003,173,173,14,rovinato.,rovinato,rovinare,VERB,_
