token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
252-6,BO094,252,252,7,sia,sia,sia,CCONJ,_
252-7,BO094,252,252,8-9,col,col,_,_,_
252-7a,_,_,252,8,_,con,con,ADP,_
252-7b,_,_,252,9,_,il,il,DET,_
252-8,BO094,252,252,10,proprio,proprio,proprio,DET,_
252-9,BO094,252,252,11,nome,nome,nome,NOUN,_
252-10,BO094,252,252,12,no?,no,no,ADV,Intonation=rising
253-0,BO094,253,253,1,che,che,che,PRON,_
253-1,BO094,253,253,2,è,è,essere,AUX,_
253-2,BO094,253,253,3,quello,quello,quello,PRON,_
253-3,BO094,253,253,4,che,che,che,PRON,_
253-4,BO094,253,253,5,abbiamo,abbiamo,avere,AUX,_
253-5,BO094,253,253,6,fatto,fatto,fare,VERB,
253-6,BO094,253,253,7,finora,finora,finora,ADV,_
253-7,BO094,253,253,8,nela,nela,nela,ADJ,_
253-8,BO094,253,253,9,nostro,nostro,nostro,DET,_
253-9,BO094,253,253,10,linguaggio,linguaggio,linguaggio,NOUN,_
253-10,BO094,253,253,11,costanti,costanti,costante,ADJ,_
253-11,BO094,253,253,12,individuali.,individuali,individuale,ADJ,Intonation=falling
254-0,BO094,254,254,1,presento,presento,presentare,VEBR,_
254-1,BO094,254,254,2-3,coi,coi,_,_,_
254-1a,_,_,254,2,_,con,con,ADP,_
254-1b,_,_,254,3,_,i,il,DET,_
254-2,BO094,254,254,4,nomi,nomi,nome,NOUN,_
254-3,BO094,254,254,5,"carlo,",carlo,Carlo,PROPN,Intonation=weakly_rising
254-4,BO094,254,254,6,beppe,beppe,Beppe,PROPN,_
254-5,BO094,254,254,7,eccetera,eccetera,eccetera,ADV,_
255-0,BO094,255,255,1,però,però,però,ADV,_
255-1,BO094,255,255,2,può,può,potere,AUX,_
255-2,BO094,255,255,3-4,darsi,darsi,_,_,_
255-2a,_,_,255,3,_,dar,dare,VERB,_
255-2b,_,_,255,4,_,si,si,PRON,_
255-3,BO094,255,255,5,che,che,che,SCONJ,_
255-4,BO094,255,255,6,io,io,io,PRON,_
255-5,BO094,255,255,7,non,non,non,ADV,_
255-6,BO094,255,255,8,conosca,conosca,conoscere,VERB,_
255-7,BO094,255,255,9,il,il,il,DET,_
255-8,BO094,255,255,10,nome,nome,nome,NOUN,_
255-9,BO094,255,255,11,di,di,di,ADP,_
255-10,BO094,255,255,12,questo,questo,questo,DET,_
255-11,BO094,255,255,13,signore,signore,signore,NOUN,_
255-12,BO094,255,255,14,come,come,come,ADP,_
255-13,BO094,255,255,15,si,si,si,PRON,_
255-14,BO094,255,255,16,sicuramente,sicuramente,sicuramente,ADV,_
255-15,BO094,255,255,17,è,è,essere,AUX,_
255-16,BO094,255,255,18,però,però,però,ADV,_
255-17,BO094,255,255,19,posso,posso,potere,AUX,_
255-18,BO094,255,255,20,dire,dire,dire,VERB,_
255-19,BO094,255,255,21,lo,lo,il,DET,_
255-20,BO094,255,255,22,studente,studente,studente,NOUN,_
255-21,BO094,255,255,23,seduto,seduto,sedere,VERB,_
255-22,BO094,255,255,24,in,in,in,ADP,_
255-23,BO094,255,255,25,prima,prima,primo,ADJ,_
255-24,BO094,255,255,26,fila,fila,fila,NOUN,_
256-0,BO094,256,256,1,però,però,però,ADV,_
256-1,BO094,256,256,2,se,se,se,SCONJ,_
256-2,BO094,256,256,3,sono,sono,essere,AUX,_
256-3,BO094,256,256,4,più,più,più,ADV,_
256-4,BO094,256,256,5,d',d',di,ADP,SpaceAfter=No
256-5,BO094,256,256,6,uno,uno,uno,PRON,_
256-6,BO094,256,256,7-8,nella,nella,_,_,_
256-6a,_,_,256,7,_,in,in,ADP,_
256-6b,_,_,256,8,_,la,il,DET,_
256-7,BO094,256,256,9,fila,fila,fila,NOUN,_
256-8,BO094,256,256,10,di,di,di,ADP,_
256-9,BO094,256,256,11,mezzo,mezzo,mezzo,NOUN,_
256-10,BO094,256,256,12,a,a,a,ADP,_
256-11,BO094,256,256,13,sinistra,sinistra,sinistra,NOUN,_
256-12,BO094,256,256,14,vabbè,vabbè,vabbè,INTJ,_
256-13,BO094,256,256,15,insomma,insomma,insomma,ADV,_
256-14,BO094,256,256,16,fa,fa,fare,VERB,_
256-15,BO094,256,256,17,lo,lo,il,DET,_
256-16,BO094,256,256,18,specifico,specifico,specifico,ADJ,_
256-17,BO094,256,256,19,bene,bene,bene,NOUN,_
257-0,BO094,257,257,1,in,in,in,ADP,_
257-1,BO094,257,257,2,modo,modo,modo,NOUN,_
257-2,BO094,257,257,3,tale,tale,tale,DET,_
257-3,BO094,257,257,4,che,che,che,SCONJ,_
257-4,BO094,257,257,5,la,la,il,DET,_
257-5,BO094,257,257,6,mia,mia,mio,DET,_
257-6,BO094,257,257,7,descrizione,descrizione,descrizione,NOUN,_
257-7,BO094,257,257,8,isoli,isoli,isolare,VERB,_
257-8,BO094,257,257,9,solo,solo,solo,ADV,_
257-9,BO094,257,257,10,lui,lui,lui,PRON,_
258-0,BO094,258,258,1,va,va,andare,VERB,_
258-1,BO094,258,258,2,bene,bene,bene,ADV,_
258-2,BO094,258,258,3,lo,lo,il,DET,_
258-3,BO094,258,258,4,studente,studente,studente,NOUN,_
258-4,BO094,258,258,5,in,in,in,ADP,_
258-5,BO094,258,258,6,prima,prima,primo,ADJ,_
258-6,BO094,258,258,7,fila,fila,fila,NOUN,_
258-7,BO094,258,258,8,con,con,con,ADP,_
258-8,BO094,258,258,9,la,la,il,DET,_
258-9,BO094,258,258,10,giacca,giacca,giacca,NOUN,_
258-10,BO094,258,258,11,blu,blu,blu,ADJ,_
258-11,BO094,258,258,12,l',l',lo,PRON,Truncated=Yes
258-12,BO094,258,258,13,ho,ho,avere,AUX,_
258-13,BO094,258,258,14,trovato,trovato,trovare,VERB,_
258-14,BO094,258,258,15,ecco,ecco,ecco,ADV,_
259-0,BO094,259,259,1,quindi,quindi,quindi,ADV,_
260-0,BO094,260,260,1,lo,lo,il,DET,_
260-1,BO094,260,260,2,studente,studente,studente,NOUN,_
260-2,BO094,260,260,3,in,in,in,ADP,_
260-3,BO094,260,260,4,prima,prima,primo,ADJ,_
260-4,BO094,260,260,5,fila,fila,fila,NOUN,_
260-5,BO094,260,260,6,con,con,con,ADP,_
260-6,BO094,260,260,7,la,la,il,DET,_
260-7,BO094,260,260,8,giacca,giacca,giacca,NOUN,_
260-8,BO094,260,260,9,blu,blu,blu,ADJ,_
260-9,BO094,260,260,10,è,è,essere,AUX,_
260-10,BO094,260,260,11,una,una,uno,DET,_
260-11,BO094,260,260,12,descrizione,descrizione,descrizione,NOUN,_
260-12,BO094,260,260,13,xx,x,x,X,_
260-13,BO094,260,260,14,è,è,essere,AUX,_
260-14,BO094,260,260,15,uno,uno,uno,DET,_
260-15,BO094,260,260,16,modo,modo,modo,NOUN,_
260-16,BO094,260,260,17,per,per,per,ADP,_
260-17,BO094,260,260,18,indicare,indicare,indicare,VERB,_
260-18,BO094,260,260,19,un,un,uno,DET,_
260-19,BO094,260,260,20,individuo,individuo,individuo,NOUN,_
261-0,BO094,261,261,1,va,va,andare,VERB,_
261-1,BO094,261,261,2,bene?,bene,bene,ADV,Intonation=rising
262-0,BO094,262,262,1,lo,lo,il,DET,_
262-1,BO094,262,262,2,studente,studente,studente,NOUN,_
262-2,BO094,262,262,3,in,in,in,ADP,_
262-3,BO094,262,262,4,prima,prima,primo,ADJ,_
262-4,BO094,262,262,5,fila,fila,fila,NOUN,_
262-5,BO094,262,262,6,con,con,con,ADP,_
262-6,BO094,262,262,7,la,la,il,DET,_
262-7,BO094,262,262,8,giacca,giacca,giacca,NOUN,_
262-8,BO094,262,262,9,blu,blu,blu,ADJ,_
262-9,BO094,262,262,10,e::h,eh,eh,INTJ,_
262-10,BO094,262,262,11,ha,ha,avere,AUX,_
262-11,BO094,262,262,12,fatto,fatto,fare,VERB,_
262-12,BO094,262,262,13,tutti,tutti,tutto,DET,_
262-13,BO094,262,262,14,gli,gli,il,DET,_
262-14,BO094,262,262,15,esercizi,esercizi,esercizio,NOUN,_
263-0,BO094,263,263,1,d',d',di,ADP,SpaceAfter=No
263-1,BO094,263,263,2,accordo,accordo,accordo,NOUN,_
263-2,BO094,263,263,3,ecco,ecco,ecco,ADV,_
263-3,BO094,263,263,4,allora,allora,allora,ADV,_
263-4,BO094,263,263,5,un,un,uno,DET,_
263-5,BO094,263,263,6,modo,modo,modo,NOUN,_
263-6,BO094,263,263,7,per,per,per,ADP,_
263-7,BO094,263,263,8,risolvere,risolvere,risolvere,VERB,_
263-8,BO094,263,263,9,le,le,il,DET,_
263-9,BO094,263,263,10,descrizioni,descrizioni,descrizione,NOUN,_
263-10,BO094,263,263,11,"definite,",definite,definire,VERB,Intonation=weakly_rising
264-0,BO094,264,264,1,è,è,essere,AUX,_
264-1,BO094,264,264,2,diciamo,diciamo,dire,VERB,_
264-2,BO094,264,264,3,così,così,così,ADV,_
264-3,BO094,264,264,4-5,all',all',_,_,Truncated=Yes
264-3a,_,_,264,4,_,a,a,ADP,_
264-3b,_,_,264,5,_,l',il,DET,_
264-4,BO094,264,264,6,interno,interno,interno,NOUN,_
264-5,BO094,264,264,7-8,del,del,_,_,_
264-5a,_,_,264,7,_,di,di,ADP,_
264-5b,_,_,264,8,_,il,il,DET,_
264-6,BO094,264,264,9,contesto,contesto,contesto,NOUN,_
265-0,BO094,265,265,1,e::h,eh,eh,INTJ,_
265-1,BO094,265,265,2,diciamo,diciamo,dire,VERB,_
265-2,BO094,265,265,3,e:h,eh,eh,INTJ,_
265-3,BO094,265,265,4,>diciamo<,diciamo,dire,VERB,_
265-4,BO094,265,265,5,ora,ora,ora,ADV,_
265-5,BO094,265,265,6,teniamo,teniamo,tenere,VERB,_
265-6,BO094,265,265,7,qui,qui,qui,ADV,_
265-7,BO094,265,265,8,presente,presente,presente,ADJ,_
265-8,BO094,265,265,9,la,la,il,DET,_
265-9,BO094,265,265,10,cosiddetta,cosiddetta,cosiddetto,ADJ,_
265-10,BO094,265,265,11,soluzione,soluzione,soluzione,NOUN,_
265-11,BO094,265,265,12,rassegnata.,rassegnata,rassegnato,ADJ,Intonation=falling
266-0,BO094,266,266,1,che,che,che,PRON,_
266-1,BO094,266,266,2,dice,dice,dire,VERB,_
266-2,BO094,266,266,3,questo,questo,questo,DET,_
267-0,BO094,267,267,1,che,che,che,SCONJ,_
267-1,BO094,267,267,2,io,io,io,PRON,_
267-2,BO094,267,267,3,devo,devo,dovere,AUX,_
267-3,BO094,267,267,4,questo,questo,questo,DET,_
267-4,BO094,267,267,5,e::h,eh,eh,INTJ,_
267-5,BO094,267,267,6,questo,questo,questo,PRON,_
267-6,BO094,267,267,7,è,è,essere,AUX,_
268-0,BO094,268,268,1,xxxx,x,x,X,_
268-1,BO094,268,268,2,questo,questo,questo,PRON,_
268-2,BO094,268,268,3,qui,qui,qui,ADV,_
268-3,BO094,268,268,4,è,è,essere,AUX,_
268-4,BO094,268,268,5,un,un,uno,DET,_
268-5,BO094,268,268,6,terno,terno,terno,NOUN,_
268-6,BO094,268,268,7,va,va,andare,VERB,_
268-7,BO094,268,268,8,bene?,bene,bene,ADV,Intonation=rising
269-0,BO094,269,269,1,allora,allora,allora,ADV,_
270-0,BO094,270,270,1,questa,questa,questo,PRON,_
271-0,BO094,271,271,1,eh,eh,eh,INTJ,_
271-1,BO094,271,271,2,la,la,il,DET,_
271-2,BO094,271,271,3,struttura,struttura,struttura,NOUN,_
271-3,BO094,271,271,4,di,di,di,ADP,_
271-4,BO094,271,271,5,questo,questo,questo,DET,_
271-5,BO094,271,271,6,enunciato,enunciato,enunciato,NOUN,_
272-0,BO094,272,272,1,è,è,essere,AUX,_
272-1,BO094,272,272,2,una,una,uno,DET,_
272-2,BO094,272,272,3,struttura,struttura,struttura,NOUN,_
272-3,BO094,272,272,4-5,del,del,_,_,_
272-3a,_,_,272,4,_,di,di,ADP,_
272-3b,_,_,272,5,_,il,il,DET,_
272-4,BO094,272,272,6,tipo,tipo,tipo,NOUN,_
273-0,BO094,273,273,1,soggetto,soggetto,soggetto,NOUN,_
273-1,BO094,273,273,2,copula,copula,copula,NOUN,_
273-2,BO094,273,273,3,predicato,predicato,predicato,NOUN,_
274-0,BO094,274,274,1,no?,no,no,ADV,Intonation=rising
275-0,BO094,275,275,1,il,il,il,DET,_
275-1,BO094,275,275,2,re,re,re,NOUN,_
275-2,BO094,275,275,3,di,di,di,ADP,_
275-3,BO094,275,275,4,francia,francia,Francia,PROPN,_
275-4,BO094,275,275,5,(è,è,essere,AUX,_
275-5,BO094,275,275,6,un),un,uno,DET,_
275-6,BO094,275,275,7,"soggetto,",soggetto,soggetto,NOUN,Intonation=weakly_rising
275-7,BO094,275,275,8,è,è,essere,AUX,_
275-8,BO094,275,275,9,calvo,calvo,calvo,ADJ,_
276-0,BO094,276,276,1,però,però,però,ADV,_
276-1,BO094,276,276,2,m:h,mh,mh,INTJ,ProsodicLink=Yes
276-2,BO094,276,276,3,e::h,eh,eh,INTJ,_
277-0,BO094,277,277,1,xxx,x,X,X,_
278-0,BO094,278,278,1,e,e,e,CCONJ,_
278-1,BO094,278,278,2,potrei,potrei,potere,AUX,_
278-2,BO094,278,278,3-4,analizzarla,analizzarla,_,_,_
278-2a,_,_,278,3,_,analizzar,analizzare,VERB,_
278-2b,_,_,278,4,_,la,la,PRON,_
278-3,BO094,278,278,5,va,va,andare,VERB,_
278-4,BO094,278,278,6,bene?,bene,bene,ADV,Intonation=rising
279-0,BO094,279,279,1,in,in,in,ADP,_
279-1,BO094,279,279,2,questo,questo,questo,DET,_
279-2,BO094,279,279,3,"modo,",modo,modo,NOUN,Intonation=weakly_rising
280-0,BO094,280,280,1,però,però,però,ADV,_
280-1,BO094,280,280,2,ho,ho,avere,VERB,_
280-2,BO094,280,280,3,bisogno,bisogno,bisogno,NOUN,_
280-3,BO094,280,280,4,di:,di,di,ADP,_
280-4,BO094,280,280,5,introdurre,introdurre,introdurre,VERB,_
281-0,BO094,281,281,1-2,dei,dei,_,_,_
281-0a,_,_,281,1,_,di,di,ADP,_
281-0b,_,_,281,2,_,i,il,DET,_
281-1,BO094,281,281,3,termini,termini,termine,NOUN,_
281-2,BO094,281,281,4,molto,molto,molto,ADV,_
281-3,BO094,281,281,5,complessi,complessi,complesso,ADJ,_
281-4,BO094,281,281,6,va,va,andare,VERB,_
281-5,BO094,281,281,7,bene,bene,bene,ADV,_
281-6,BO094,281,281,8-9,dei,dei,_,_,_
281-6a,_,_,281,8,_,di,di,ADP,_
281-6b,_,_,281,9,_,i,il,DET,_
281-7,BO094,281,281,10,termini,termini,termine,NOUN,_
281-8,BO094,281,281,11,iota,iota,iota,NOUN,_
282-0,BO094,282,282,1,poi,poi,poi,ADV,_
282-1,BO094,282,282,2,invece,invece,invece,ADV,_
282-2,BO094,282,282,3,seguiremo,seguiremo,seguire,VERB,_
283-0,BO094,283,283,1,la,la,il,DET,_
283-1,BO094,283,283,2,soluzione,soluzione,soluzione,NOUN,_
283-2,BO094,283,283,3,russelliana,russelliana,russelliana,ADJ,_
283-3,BO094,283,283,4,il,il,il,DET,_
283-4,BO094,283,283,5,qualche,qualche,qualche,DET,_
283-5,BO094,283,283,6,ci,ci,ci,PRON,_
283-6,BO094,283,283,7,dice,dice,dire,VERB,_
283-7,BO094,283,283,8,bene,bene,bene,ADV,_
284-0,BO094,284,284,1,il,il,il,DET,_
284-1,BO094,284,284,2,re,re,re,NOUN,_
284-2,BO094,284,284,3,di,di,di,ADP,_
284-3,BO094,284,284,4,francia,francia,Francia,PROPN,_
284-4,BO094,284,284,5,è,è,essere,AUX,_
284-5,BO094,284,284,6,calvo,calvo,calvo,ADJ,_
284-6,BO094,284,284,7,noi,noi,noi,PRON,_
284-7,BO094,284,284,8,lo,lo,lo,PRON,_
284-8,BO094,284,284,9,risolviamo,risolviamo,risolvere,VERB,_
285-0,BO094,285,285,1-2,nel,nel,_,_,_
285-0a,_,_,285,1,_,in,in,ADP,_
285-0b,_,_,285,2,_,il,il,DET,_
285-1,BO094,285,285,3,nostro,nostro,nostro,DET,_
285-2,BO094,285,285,4,linguaggio,linguaggio,linguaggio,NOUN,_
285-3,BO094,285,285,5-6,dei,dei,_,_,_
285-3a,_,_,285,5,_,di,di,ADP,_
285-3b,_,_,285,6,_,i,il,DET,_
285-4,BO094,285,285,7,più,più,più,ADV,_
285-5,BO094,285,285,8,mondi,mondi,mondo,ADJ,_
285-6,BO094,285,285,9,in,in,in,ADP,_
285-7,BO094,285,285,10,questo,questo,questo,DET,_
285-8,BO094,285,285,11,modo,modo,modo,NOUN,_
286-0,BO094,286,286,1,esiste,esiste,esistere,VERB,_
286-1,BO094,286,286,2,un,un,uno,DET,_
286-2,BO094,286,286,3,ics,ics,ics,NOUN,_
287-0,BO094,287,287,1,il,il,il,DET,_
287-1,BO094,287,287,2,quale,quale,quale,PRON,_
287-2,BO094,287,287,3,è,è,essere,AUX,_
287-3,BO094,287,287,4,re,re,re,NOUN,_
287-4,BO094,287,287,5,di,di,di,ADP,_
287-5,BO094,287,287,6,francia,francia,Francia,PROPN,_
288-0,BO094,288,288,1,ed,ed,e,CCONJ,_
288-1,BO094,288,288,2,è,è,essere,AUX,_
288-2,BO094,288,288,3,l',l',il,DET,Truncated=Yes
288-3,BO094,288,288,4,unico,unico,unico,ADJ,_
288-4,BO094,288,288,5,ad,ad,ad,NOUN,_
288-5,BO094,288,288,6,essere,essere,essere,AUX,_
288-6,BO094,288,288,7,re,re,re,NOUN,_
288-7,BO094,288,288,8,di,di,di,ADP,_
288-8,BO094,288,288,9,francia,francia,Francia,PROPN,_
289-0,BO094,289,289,1,e,e,e,CCONJ,_
289-1,BO094,289,289,2,però,però,però,ADV,_
289-2,BO094,289,289,3,ogni,ogni,ogni,DET,_
289-3,BO094,289,289,4,zeta,zeta,zeta,NOUN,_
290-0,BO094,290,290,1,se,se,se,SCONJ,_
290-1,BO094,290,290,2,zeta,zeta,zeta,NOUN,_
290-2,BO094,290,290,3,è,è,essere,AUX,_
290-3,BO094,290,290,4,re,re,re,NOUN,_
290-4,BO094,290,290,5,di,di,di,ADP,_
290-5,BO094,290,290,6,francia,francia,Francia,PROPN,_
290-6,BO094,290,290,7,allora,allora,allora,ADV,_
290-7,BO094,290,290,8,ics,ics,ics,NOUN,_
290-8,BO094,290,290,9,uguale,uguale,uguale,ADJ,_
290-9,BO094,290,290,10,zeta,zeta,zeta,NOUN,_
291-0,BO094,291,291,1,quindi,quindi,quindi,ADV,_
291-1,BO094,291,291,2,fino,fino,fino,ADV,_
291-2,BO094,291,291,3,a,a,a,ADP,_
291-3,BO094,291,291,4,qui,qui,qui,ADV,_
291-4,BO094,291,291,5,io,io,io,PRON,_
291-5,BO094,291,291,6,ho,ho,avere,AUX,_
291-6,BO094,291,291,7,detto,detto,dire,VERB,_
291-7,BO094,291,291,8,c',c',ci,PRON,Truncated=Yes
291-8,BO094,291,291,9,è,è,essere,VERB,_
291-9,BO094,291,291,10,un,un,uno,DET,_
291-10,BO094,291,291,11,ics,ics,ics,NOUN,_
292-0,BO094,292,292,1,che,che,che,PRON,_
292-1,BO094,292,292,2,è,è,essere,AUX,_
292-2,BO094,292,292,3,l',l',il,DET,Truncated=Yes
292-3,BO094,292,292,4,unico,unico,unico,ADJ,_
292-4,BO094,292,292,5,re,re,re,NOUN,_
292-5,BO094,292,292,6,di,di,di,ADP,_
292-6,BO094,292,292,7,francia,francia,Francia,PROPN,_
293-0,BO094,293,293,1,e,e,e,CCONJ,_
293-1,BO094,293,293,2,lui,lui,lui,PRON,_
293-2,BO094,293,293,3,è,è,essere,AUX,_
293-3,BO094,293,293,4,re,re,re,NOUN,_
293-4,BO094,293,293,5,di,di,di,ADP,_
293-5,BO094,293,293,6,francia,francia,Francia,PROPN,_
293-6,BO094,293,293,7,e,e,e,CCONJ,_
293-7,BO094,293,293,8,tutti,tutti,tutto,DET,_
293-8,BO094,293,293,9,i,i,il,DET,_
293-9,BO094,293,293,10,re,re,re,NOUN,_
293-10,BO094,293,293,11,di,di,di,ADP,_
293-11,BO094,293,293,12,francia,francia,Francia,PROPN,_
293-12,BO094,293,293,13,sono,sono,essere,AUX,_
293-13,BO094,293,293,14,uguali,uguali,uguale,ADJ,_
293-14,BO094,293,293,15,a,a,a,ADP,_
293-15,BO094,293,293,16,lui,lui,lui,PRON,_
294-0,BO094,294,294,1,xxxxx,x,X,X,_
295-0,BO094,295,295,1,ecco,ecco,ecco,ADV,_
296-0,BO094,296,296,1,e::h,eh,eh,INTJ,_
296-1,BO094,296,296,2,tenete,tenete,tenere,VERB,_
296-2,BO094,296,296,3,presente,presente,presente,ADJ,_
296-3,BO094,296,296,4,di,di,di,ADP,_
296-4,BO094,296,296,5,una,una,uno,DET,_
296-5,BO094,296,296,6,cosa,cosa,cosa,NOUN,_
296-6,BO094,296,296,7,che,che,che,PRON,_
297-0,BO094,297,297,1,questa,questa,questo,DET,_
297-1,BO094,297,297,2,soluzione,soluzione,soluzione,NOUN,_
297-2,BO094,297,297,3-4,alla,alla,_,_,_
297-2a,_,_,297,3,_,a,a,ADP,_
297-2b,_,_,297,4,_,la,il,DET,_
297-3,BO094,297,297,5,russell,russell,Russel,RROPN,_
298-0,BO094,298,298,1,di,di,di,ADP,_
298-1,BO094,298,298,2,trattare,trattare,trattare,VERB,_
298-2,BO094,298,298,3,descrizioni,descrizioni,descrizione,NOUN,_
298-3,BO094,298,298,4,definite,definite,definire,VERB,_
298-4,BO094,298,298,5,cosa,cosa,cosa,PRON,_
298-5,BO094,298,298,6,fa?,fa,fare,VERB,Intonation=rising
299-0,BO094,299,299,1,in,in,in,ADP,_
299-1,BO094,299,299,2,qualche,qualche,qualche,DET,_
299-2,BO094,299,299,3,modo,modo,modo,NOUN,_
299-3,BO094,299,299,4,spezza,spezza,spezzare,VERB,_
299-4,BO094,299,299,5,cioè,cioè,cioè,ADV,_
300-0,BO094,300,300,1-2,nel,nel,_,_,_
300-0a,_,_,300,1,_,in,in,ADP,_
300-0b,_,_,300,2,_,il,il,DET,_
300-1,BO094,300,300,3,linguaggio,linguaggio,linguaggio,NOUN,_
300-2,BO094,300,300,4,naturale,naturale,naturale,ADJ,_
300-3,BO094,300,300,5,se,se,se,SCONJ,_
300-4,BO094,300,300,6,mi,mi,mi,PRON,_
300-5,BO094,300,300,7,dicono,dicono,dire,VERB,
300-6,BO094,300,300,8,il,il,il,DET,_
300-7,BO094,300,300,9,re,re,re,NOUN,_
300-8,BO094,300,300,10,di,di,di,ADP,_
300-9,BO094,300,300,11,francia,francia,Francia,PROPN,_
300-10,BO094,300,300,12,è,è,essere,AUX,_
300-11,BO094,300,300,13,"calvo,",calvo,calvo,ADJ,Intonation=weakly_rising
301-0,BO094,301,301,1,in,in,in,ADP,_
301-1,BO094,301,301,2,realtà,realtà,realtà,NOUN,_
301-2,BO094,301,301,3,io,io,io,PRON,_
301-3,BO094,301,301,4,ho,ho,avere,VERB,_
301-4,BO094,301,301,5,un,un,uno,DET,_
301-5,BO094,301,301,6,nome,nome,nome,NOUN,_
301-6,BO094,301,301,7,complesso,complesso,complesso,ADJ,_
301-7,BO094,301,301,8,che,che,che,PRON,_
301-8,BO094,301,301,9,poi,poi,poi,ADV,_
301-9,BO094,301,301,10,(un,un,uno,DET,_
301-10,BO094,301,301,11,predicato),predicato,predicato,NOUN,_
302-0,BO094,302,302,1,va,va,andare,VERB,_
302-1,BO094,302,302,2,bene?,bene,bene,ADV,Intonation=rising
303-0,BO094,303,303,1,predico,predico,predire,VERB,_
303-1,BO094,303,303,2,l',l',il,DET,Truncated=Yes
303-2,BO094,303,303,3,essere,essere,essere,AUX,_
303-3,BO094,303,303,4,calvo,calvo,calvo,ADJ,_
303-4,BO094,303,303,5,di,di,di,ADP,_
303-5,BO094,303,303,6,un,un,uno,DET,_
303-6,BO094,303,303,7,certo,certo,certo,ADJ,_
303-7,BO094,303,303,8,individuo,individuo,individuo,NOUN,_
303-8,BO094,303,303,9,che,che,che,PRON,_
303-9,BO094,303,303,10,descrivo,descrivo,descrivere,VERB,_
303-10,BO094,303,303,11,mediante,mediante,mediante,ADP,_
304-0,BO094,304,304,1,la,la,il,DET,_
304-1,BO094,304,304,2,costruzione,costruzione,costruzione,NOUN,_
304-2,BO094,304,304,3,linguistica,linguistica,linguistico,ADJ,_
304-3,BO094,304,304,4,più,più,più,ADV,_
304-4,BO094,304,304,5,compelssa,compelssa,compelsso,ADJ,_
305-0,BO094,305,305,1,eh,eh,eh,INTJ,_
305-1,BO094,305,305,2,descrizione,descrizione,descrizione,NOUN,_
305-2,BO094,305,305,3,linguistica,linguistica,linguistico,ADJ,_
305-3,BO094,305,305,4,complessa,complessa,complesso,ADJ,_
305-4,BO094,305,305,5,che,che,che,PRON,_
305-5,BO094,305,305,6,io,io,io,PRON,_
305-6,BO094,305,305,7,pe:rdo,perdo,perdare,VERB,_
305-7,BO094,305,305,8,completamente,completamente,completo,ADV,_
306-0,BO094,306,306,1,in,in,in,ADP,_
306-1,BO094,306,306,2,quest',quest',questo,DET,Truncated=Yes
306-2,BO094,306,306,3,analisi,analisi,analisi,NOUN,_
307-0,BO094,307,307,1,va,va,andare,VERB,_
307-1,BO094,307,307,2,bene?,bene,bene,ADV,Intonation=rising
307-2,BO094,307,307,3,perdo,perdo,perdere,VERB,_
307-3,BO094,307,307,4,completamente,completamente,completo,ADV,_
308-0,BO094,308,308,1,però,però,però,ADV,_
308-1,BO094,308,308,2,che,che,che,DET,_
308-2,BO094,308,308,3,vantaggio,vantaggio,vantaggio,NOUN,_
308-3,BO094,308,308,4,ha,ha,avere,VERB,_
308-4,BO094,308,308,5,quest',quest',questo,DET,Truncated=Yes
308-5,BO094,308,308,6,analisi,analisi,analisi,NOUN,_
308-6,BO094,308,308,7,qui,qui,qui,ADV,_
309-0,BO094,309,309,1,che,che,che,SCONJ,_
310-0,BO094,310,310,1,si,si,si,PRON,_
310-1,BO094,310,310,2,esegue,esegue,eseguire,VERB,_
310-2,BO094,310,310,3,in,in,in,ADP,_
310-3,BO094,310,310,4,un,un,uno,DET,_
310-4,BO094,310,310,5,linguaggio,linguaggio,linguaggio,NOUN,_
310-5,BO094,310,310,6,di,di,di,ADP,_
310-6,BO094,310,310,7,cui,cui,cui,PRON,_
310-7,BO094,310,310,8,xx,x,x,X,_
310-8,BO094,310,310,9,identità,identità,identità,NOUN,_
311-0,BO094,311,311,1,quindi,quindi,quindi,ADV,_
311-1,BO094,311,311,2,non,non,non,ADV,_
311-2,BO094,311,311,3,abbiamo,abbiamo,avere,VERB,_
311-3,BO094,311,311,4,bisogno,bisogno,bisogno,NOUN,_
311-4,BO094,311,311,5,di,di,di,ADP,_
312-0,BO094,312,312,1,arricchire,arricchire,arricchire,VERB,_
313-0,BO094,313,313,1,il,il,il,DET,_
313-1,BO094,313,313,2,nostro,nostro,nostro,DET,_
313-2,BO094,313,313,3,linguaggio,linguaggio,linguaggio,NOUN,_
313-3,BO094,313,313,4,con,con,con,ADP,_
313-4,BO094,313,313,5,particolari,particolari,particolare,ADJ,_
313-5,BO094,313,313,6,operatori,operatori,operatore,NOUN,_
314-0,BO094,314,314,1,i,i,il,DET,_
314-1,BO094,314,314,2,quali,quali,quale,PRON,_
314-2,BO094,314,314,3,applicati,applicati,applicare,VERB,_
314-3,BO094,314,314,4,a,a,a,ADP,_
314-4,BO094,314,314,5,un,un,uno,DET,_
314-5,BO094,314,314,6,predicato,predicato,predicato,NOUN,_
314-6,BO094,314,314,7,vi,vi,vi,PRON,_
314-7,BO094,314,314,8,generano,generano,generare,VERB,_
314-8,BO094,314,314,9,l',l',il,DET,Truncated=Yes
314-9,BO094,314,314,10,unico,unico,unico,ADJ,_
